Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Score,Kondisi_Rem_Score,Oil_Efficiency,Oil_Change_Urgency
16-12-2021,FJB/8522/SBY/PL/7980,SBY8982392,XSR 155,2019,29189,Rutin,Kritis,Perlu Penggantian,8,5143,2,5,14594,22.5,3,3,642.875,1.4694285714285715
16-12-2021,FJB/2313/SBY/PL/9351,SBY2102300,FREE-GO-S,2018,30830,Repair,Cukup,Perlu Penggantian,4,1975,3,4,10276,19.0,1,3,493.75,0.79
16-12-2021,FJB/5431/SBY/PL/8499,SBY7325631,LEXI,2018,34550,Repair,Cukup,Perlu Penggantian,4,2375,3,2,11516,18.0,1,3,593.75,0.8482142857142857
16-12-2021,FJB/4152/SBY/PL/8250,SBY4842273,NMAX-NEO-S,2021,279,Kupon Gratis II (TIGA),Cukup,Baik,3,2214,0,1,279,3.5,1,0,738.0,0.738
16-12-2021,FJB/1488/SBY/PL/7849,SBY2616017,ALL-NEW-AEROX,2018,31570,Rutin,Cukup,Perlu Penggantian,5,2187,3,3,10523,19.5,1,3,437.4,0.729
16-12-2021,FJB/5988/SBY/PL/1069,SBY2075327,LEXI,2019,12220,Kupon Gratis I (DUA),Cukup,Cukup,4,2317,2,1,6110,9.5,1,1,579.25,0.8275
17-12-2021,FJB/5794/SBY/PL/1567,SBY2939599,ALL-NEW-NMAX,2018,26641,Repair,Baik,Perlu Penggantian,3,1739,3,2,8880,15.0,0,3,579.6666666666666,0.5796666666666667
17-12-2021,FJB/7199/SBY/PL/8759,SBY3288167,NMAX-NEO-S,2021,271,Repair,Perlu Ganti,Baik,6,2856,0,1,271,3.5,2,0,476.0,0.952
17-12-2021,FJB/7612/SBY/PL/7959,SBY2302378,MIO-M3 125,2020,12441,Rutin,Cukup,Cukup,4,2011,1,3,12441,10.5,1,1,502.75,0.8044
17-12-2021,FJB/5113/SBY/PL/3422,SBY5961692,NMAX-NEO-S,2020,9974,Repair,Perlu Ganti,Cukup,6,2709,1,2,9974,9.0,2,1,451.5,0.903
17-12-2021,FJB/6461/SBY/PL/8755,SBY2788616,ALL-NEW-AEROX,2021,76,Rutin,Perlu Ganti,Baik,6,2807,0,2,76,5.0,2,0,467.8333333333333,0.9356666666666666
17-12-2021,FJB/6812/SBY/PL/2083,SBY8374073,MIO,2019,18625,Repair,Cukup,Perlu Penyetelan,5,1773,2,1,9312,10.5,1,2,354.6,0.7092
17-12-2021,FJB/3981/SBY/PL/4190,SBY2443850,FREE-GO-S,2019,21839,Repair,Cukup,Perlu Penyetelan,4,2187,2,0,10919,10.0,1,2,546.75,0.8748
17-12-2021,FJB/8389/SBY/PL/9206,SBY4531245,FAZZIO-NEO-HY,2020,9350,Repair,Perlu Ganti,Cukup,6,3051,1,1,9350,8.5,2,1,508.5,1.0896428571428571
18-12-2021,FJB/7269/SBY/PL/4531,SBY3926157,MIO,2021,308,Kupon Gratis I (DUA),Baik,Baik,4,1300,0,0,308,1.0,0,0,325.0,0.52
18-12-2021,FJB/4843/SBY/PL/7492,SBY1096939,FAZZIO-NEO-HY,2018,23766,Repair,Cukup,Perlu Penyetelan,5,1982,3,1,7922,13.5,1,2,396.4,0.7078571428571429
18-12-2021,FJB/8324/SBY/PL/8895,SBY2735411,NMAX-NEO-S,2019,14816,Rutin,Perlu Ganti,Cukup,5,3005,2,1,7408,11.5,2,1,601.0,1.0016666666666667
18-12-2021,FJB/4824/SBY/PL/9725,SBY4475799,MIO,2020,13574,Rutin,Cukup,Cukup,5,2160,1,0,13574,7.0,1,1,432.0,0.864
18-12-2021,FJB/1502/SBY/PL/1187,SBY2390345,LEXI,2020,6159,Rutin,Cukup,Baik,3,2185,1,0,6159,5.0,1,0,728.3333333333334,0.7803571428571429
18-12-2021,FJB/7521/SBY/PL/8307,SBY5636967,MT-15,2019,21142,Repair,Perlu Ganti,Perlu Penyetelan,6,3086,2,1,10571,12.5,2,2,514.3333333333334,0.8817142857142857
18-12-2021,FJB/9792/SBY/PL/6822,SBY6865637,MIO,2018,39655,Repair,Cukup,Perlu Penggantian,4,2021,3,2,13218,19.0,1,3,505.25,0.8084
19-12-2021,FJB/2868/SBY/PL/1966,SBY6864114,NMAX-NEO-S,2018,40056,Repair,Kritis,Perlu Penggantian,7,4251,3,4,13352,24.0,3,3,607.2857142857143,1.417
19-12-2021,FJB/6697/SBY/PL/2828,SBY3791579,FREE-GO-S,2018,30018,Rutin,Cukup,Perlu Penggantian,4,2085,3,3,10006,18.5,1,3,521.25,0.834
19-12-2021,FJB/6218/SBY/PL/2583,SBY3339431,XSR 155,2018,32611,Rutin,Perlu Ganti,Perlu Penggantian,6,3405,3,3,10870,20.5,2,3,567.5,0.9728571428571429
19-12-2021,FJB/4145/SBY/PL/4754,SBY6145920,X-MAX-CONNEC,2018,29346,Repair,Kritis,Perlu Penggantian,9,6274,3,5,9782,25.5,3,3,697.1111111111111,1.960625
20-12-2021,FJB/5645/SBY/PL/7112,SBY3406618,MIO,2020,11370,Rutin,Cukup,Cukup,4,1971,1,0,11370,5.0,1,1,492.75,0.7884
20-12-2021,FJB/4787/SBY/PL/7522,SBY2276927,NMAX-NEO-S,2018,35301,Repair,Cukup,Perlu Penggantian,4,2262,3,2,11767,18.0,1,3,565.5,0.754
20-12-2021,FJB/4099/SBY/PL/5744,SBY9771877,X-MAX-CONNEC,2021,148,Kupon Gratis I (DUA),Cukup,Baik,5,3095,0,0,148,3.0,1,0,619.0,0.9671875
20-12-2021,FJB/5728/SBY/PL/4516,SBY6631883,MIO,2021,348,Kupon Gratis I (DUA),Cukup,Baik,5,2156,0,1,348,3.5,1,0,431.2,0.8624
21-12-2021,FJB/5039/SBY/PL/1576,SBY1070843,MIO,2021,129,Rutin,Cukup,Baik,3,1818,0,0,129,1.0,1,0,606.0,0.7272
21-12-2021,FJB/5866/SBY/PL/9089,SBY2964186,ALL-NEW-AEROX,2019,26326,Repair,Cukup,Perlu Penggantian,4,2505,2,4,13163,17.0,1,3,626.25,0.835
21-12-2021,FJB/7225/SBY/PL/1073,SBY1847606,LEXI,2018,36614,Repair,Cukup,Perlu Penggantian,5,2633,3,3,12204,20.5,1,3,526.6,0.9403571428571429
21-12-2021,FJB/3111/SBY/PL/9171,SBY4018554,NMAX-NEO-S,2019,19507,Rutin,Baik,Perlu Penyetelan,4,1641,2,1,9753,10.5,0,2,410.25,0.547
21-12-2021,FJB/3766/SBY/PL/3556,SBY3569726,ALL-NEW-AEROX,2019,24061,Repair,Cukup,Perlu Penyetelan,4,2326,2,2,12030,14.0,1,2,581.5,0.7753333333333333
21-12-2021,FJB/2839/SBY/PL/8076,SBY4140117,FREE-GO-S,2021,0,Kupon Gratis II (TIGA),Cukup,Baik,4,1771,0,1,0,2.5,1,0,442.75,0.7084
21-12-2021,FJB/5735/SBY/PL/2095,SBY4004470,XSR 155,2018,46526,Repair,Perlu Ganti,Perlu Penggantian,7,4194,3,4,15508,26.0,2,3,599.1428571428571,1.1982857142857142
21-12-2021,FJB/5919/SBY/PL/7210,SBY3022673,MT-15,2020,9278,Rutin,Cukup,Cukup,5,3001,1,0,9278,7.0,1,1,600.2,0.8574285714285714
21-12-2021,FJB/5682/SBY/PL/4365,SBY7591337,LEXI,2018,26817,Repair,Perlu Ganti,Perlu Penggantian,5,2913,3,2,8939,16.0,2,3,582.6,1.0403571428571428
21-12-2021,FJB/7855/SBY/PL/8981,SBY5745409,NMAX-NEO-S,2021,253,Repair,Cukup,Baik,3,2142,0,2,253,5.0,1,0,714.0,0.714
22-12-2021,FJB/7004/SBY/PL/7779,SBY5780423,VIXION,2019,20720,Repair,Cukup,Perlu Penyetelan,4,3028,2,1,10360,12.5,1,2,757.0,0.8651428571428571
22-12-2021,FJB/9379/SBY/PL/2133,SBY2354544,ALL-NEW-AEROX,2019,20107,Repair,Perlu Ganti,Perlu Penyetelan,6,3236,2,2,10053,14.0,2,2,539.3333333333334,1.0786666666666667
22-12-2021,FJB/4761/SBY/PL/6734,SBY3243580,X-MAX-CONNEC,2019,23357,Repair,Perlu Ganti,Perlu Penyetelan,6,3299,2,3,11678,16.5,2,2,549.8333333333334,1.0309375
22-12-2021,FJB/4638/SBY/PL/6188,SBY6126162,R15,2020,11126,Rutin,Cukup,Cukup,4,2573,1,0,11126,6.0,1,1,643.25,0.7351428571428571
22-12-2021,FJB/5144/SBY/PL/6345,SBY1327202,MIO,2020,10061,Kupon Gratis I (DUA),Cukup,Cukup,3,1802,1,1,10061,6.5,1,1,600.6666666666666,0.7208
23-12-2021,FJB/9636/SBY/PL/2695,SBY2018880,ALL-NEW-NMAX,2020,15519,Rutin,Perlu Ganti,Perlu Penyetelan,4,3294,1,2,15519,11.0,2,2,823.5,1.098
23-12-2021,FJB/3241/SBY/PL/1471,SBY2074026,XSR 155,2018,44480,Repair,Cukup,Perlu Penggantian,5,2980,3,3,14826,21.5,1,3,596.0,0.8514285714285714
23-12-2021,FJB/1287/SBY/PL/9290,SBY8833543,ALL-NEW-AEROX,2020,13506,Repair,Kritis,Cukup,9,6065,1,2,13506,14.0,3,1,673.8888888888889,2.0216666666666665
23-12-2021,FJB/3894/SBY/PL/1865,SBY7715144,LEXI,2021,0,Kupon Gratis III (TIGA),Baik,Baik,4,1424,0,1,0,2.5,0,0,356.0,0.5085714285714286
23-12-2021,FJB/2796/SBY/PL/1858,SBY8887385,ALL-NEW-AEROX,2019,26024,Repair,Cukup,Perlu Penggantian,4,2541,2,3,13012,15.5,1,3,635.25,0.847
23-12-2021,FJB/9641/SBY/PL/2020,SBY2294151,LEXI,2019,13241,Rutin,Cukup,Cukup,4,2244,2,1,6620,9.5,1,1,561.0,0.8014285714285714
23-12-2021,FJB/5351/SBY/PL/1150,SBY3063700,ALL-NEW-NMAX,2018,25049,Repair,Cukup,Perlu Penggantian,5,2239,3,1,8349,14.5,1,3,447.8,0.7463333333333333
23-12-2021,FJB/1930/SBY/PL/9452,SBY3640987,MIO,2018,21635,Rutin,Baik,Perlu Penyetelan,3,1399,3,1,7211,12.5,0,2,466.3333333333333,0.5596
23-12-2021,FJB/3851/SBY/PL/7871,SBY8381410,FREE-GO-S,2021,0,Rutin,Cukup,Baik,5,2242,0,0,0,2.0,1,0,448.4,0.8968
23-12-2021,FJB/3813/SBY/PL/9790,SBY9075725,NMAX-NEO-S,2020,14833,Rutin,Cukup,Cukup,5,2158,1,0,14833,7.0,1,1,431.6,0.7193333333333334
23-12-2021,FJB/5392/SBY/PL/8531,SBY9466761,ALL-NEW-AEROX,2019,17095,Repair,Perlu Ganti,Perlu Penyetelan,6,2845,2,2,8547,12.0,2,2,474.1666666666667,0.9483333333333334
23-12-2021,FJB/3262/SBY/PL/5426,SBY4741474,MIO,2019,22502,Repair,Cukup,Perlu Penyetelan,4,1821,2,1,11251,11.5,1,2,455.25,0.7284
24-12-2021,FJB/5617/SBY/PL/5937,SBY7959470,NMAX-NEO-S,2019,24818,Repair,Baik,Perlu Penyetelan,4,1559,2,1,12409,11.5,0,2,389.75,0.5196666666666667
24-12-2021,FJB/3060/SBY/PL/9678,SBY8397184,MIO,2020,13024,Kupon Gratis I (DUA),Cukup,Cukup,4,2078,1,1,13024,7.5,1,1,519.5,0.8312
24-12-2021,FJB/9597/SBY/PL/4189,SBY3571673,MIO,2021,0,Rutin,Cukup,Baik,4,2197,0,2,0,5.0,1,0,549.25,0.8788
24-12-2021,FJB/6968/SBY/PL/6433,SBY7230829,FILANO-NEO,2021,0,Kupon Gratis I (DUA),Cukup,Baik,5,2158,0,0,0,2.0,1,0,431.6,0.7707142857142857
24-12-2021,FJB/8110/SBY/PL/2580,SBY9947596,FREE-GO-S,2021,34,Repair,Kritis,Baik,8,3158,0,3,34,7.5,3,0,394.75,1.2632
24-12-2021,FJB/1043/SBY/PL/1268,SBY5353030,LEXI,2019,24659,Rutin,Cukup,Perlu Penyetelan,5,2399,2,0,12329,11.0,1,2,479.8,0.8567857142857143
24-12-2021,FJB/6057/SBY/PL/9640,SBY8708448,NMAX-NEO-S,2018,38359,Repair,Perlu Ganti,Perlu Penggantian,6,2780,3,4,12786,22.0,2,3,463.3333333333333,0.9266666666666666
24-12-2021,FJB/5611/SBY/PL/1305,SBY9947794,LEXI,2019,13787,Rutin,Cukup,Cukup,5,2391,2,0,6893,9.0,1,1,478.2,0.8539285714285715
24-12-2021,FJB/1170/SBY/PL/6884,SBY1552251,MIO-M3 125,2019,15556,Repair,Cukup,Perlu Penyetelan,5,2070,2,1,7778,10.5,1,2,414.0,0.828
25-12-2021,FJB/5801/SBY/PL/5273,SBY4784726,XSR 155,2021,348,Repair,Kritis,Baik,7,4875,0,3,348,8.5,3,0,696.4285714285714,1.3928571428571428
25-12-2021,FJB/2016/SBY/PL/3570,SBY5266730,NMAX-NEO-S,2018,32366,Repair,Cukup,Perlu Penggantian,5,2574,3,1,10788,16.5,1,3,514.8,0.858
25-12-2021,FJB/2854/SBY/PL/2705,SBY5292840,MIO-M3 125,2020,9196,Rutin,Cukup,Cukup,5,2212,1,2,9196,9.0,1,1,442.4,0.8848
25-12-2021,FJB/3845/SBY/PL/9640,SBY2583316,NMAX-NEO-S,2018,25448,Repair,Baik,Perlu Penggantian,3,1562,3,3,8482,16.5,0,3,520.6666666666666,0.5206666666666667
25-12-2021,FJB/7996/SBY/PL/5236,SBY7329097,X-MAX-CONNEC,2018,37761,Repair,Kritis,Perlu Penggantian,8,4076,3,5,12587,25.5,3,3,509.5,1.27375
25-12-2021,FJB/6545/SBY/PL/4935,SBY3482862,ALL-NEW-NMAX,2020,8044,Rutin,Cukup,Cukup,3,2148,1,0,8044,5.0,1,1,716.0,0.716
25-12-2021,FJB/3687/SBY/PL/1971,SBY3447049,MIO,2018,29784,Repair,Cukup,Perlu Penggantian,5,1891,3,4,9928,19.0,1,3,378.2,0.7564
26-12-2021,FJB/9671/SBY/PL/8915,SBY3583652,ALL-NEW-NMAX,2021,78,Repair,Kritis,Baik,8,4012,0,3,78,8.5,3,0,501.5,1.3373333333333333
26-12-2021,FJB/2235/SBY/PL/1947,SBY3787393,ALL-NEW-NMAX,2020,8055,Repair,Kritis,Cukup,7,4185,1,2,8055,10.0,3,1,597.8571428571429,1.395
26-12-2021,FJB/1384/SBY/PL/6659,SBY4153252,XSR 155,2018,26161,Repair,Cukup,Perlu Penggantian,5,3338,3,2,8720,17.0,1,3,667.6,0.9537142857142857
26-12-2021,FJB/7358/SBY/PL/3731,SBY4476225,FREE-GO-S,2020,11022,Rutin,Cukup,Cukup,5,2435,1,1,11022,7.5,1,1,487.0,0.974
26-12-2021,FJB/7775/SBY/PL/7958,SBY8379527,LEXI,2021,0,Kupon Gratis I (DUA),Cukup,Baik,5,2493,0,1,0,3.5,1,0,498.6,0.8903571428571428
26-12-2021,FJB/7643/SBY/PL/3652,SBY7822862,MIO-M3 125,2019,13365,Rutin,Cukup,Cukup,4,1951,2,0,6682,7.0,1,1,487.75,0.7804
26-12-2021,FJB/8822/SBY/PL/2813,SBY3415761,LEXI,2020,10043,Rutin,Cukup,Cukup,4,2115,1,0,10043,6.0,1,1,528.75,0.7553571428571428
26-12-2021,FJB/4581/SBY/PL/1618,SBY7999965,LEXI,2018,27530,Repair,Perlu Ganti,Perlu Penggantian,7,3554,3,3,9176,19.5,2,3,507.7142857142857,1.2692857142857144
27-12-2021,FJB/1974/SBY/PL/6982,SBY4794842,NMAX-NEO-S,2020,10202,Rutin,Perlu Ganti,Cukup,7,3583,1,2,10202,10.0,2,1,511.85714285714283,1.1943333333333332
27-12-2021,FJB/1322/SBY/PL/9890,SBY5596633,MIO-M3 125,2021,260,Rutin,Cukup,Baik,4,1809,0,1,260,2.5,1,0,452.25,0.7236
27-12-2021,FJB/8104/SBY/PL/3433,SBY8257860,X-MAX-CONNEC,2018,44665,Repair,Cukup,Perlu Penggantian,4,2756,3,4,14888,23.0,1,3,689.0,0.86125
27-12-2021,FJB/5308/SBY/PL/6549,SBY1742192,LEXI,2021,0,Kupon Gratis I (DUA),Cukup,Baik,4,2180,0,1,0,3.5,1,0,545.0,0.7785714285714286
27-12-2021,FJB/1107/SBY/PL/6426,SBY6771956,MIO-M3 125,2020,12380,Rutin,Kritis,Cukup,8,2908,1,2,12380,9.0,3,1,363.5,1.1632
28-12-2021,FJB/4747/SBY/PL/9554,SBY1065290,NMAX-NEO-S,2018,30654,Repair,Cukup,Perlu Penggantian,4,2453,3,2,10218,17.0,1,3,613.25,0.8176666666666667
28-12-2021,FJB/5467/SBY/PL/5102,SBY2611545,MIO,2018,21299,Rutin,Cukup,Perlu Penyetelan,5,2255,3,0,7099,12.0,1,2,451.0,0.902
28-12-2021,FJB/5357/SBY/PL/8787,SBY2782246,NMAX-NEO-S,2021,320,Rutin,Cukup,Baik,4,2534,0,1,320,3.5,1,0,633.5,0.8446666666666667
28-12-2021,FJB/6618/SBY/PL/3126,SBY3379601,LEXI,2018,22440,Rutin,Cukup,Perlu Penyetelan,4,2319,3,1,7480,13.5,1,2,579.75,0.8282142857142857
28-12-2021,FJB/1646/SBY/PL/4991,SBY9213031,X-MAX-CONNEC,2019,17530,Rutin,Perlu Ganti,Perlu Penyetelan,6,3649,2,3,8765,14.5,2,2,608.1666666666666,1.1403125
28-12-2021,FJB/4464/SBY/PL/8838,SBY1947021,X-MAX-CONNEC,2020,9946,Rutin,Cukup,Cukup,3,2339,1,0,9946,6.0,1,1,779.6666666666666,0.7309375
28-12-2021,FJB/7633/SBY/PL/4841,SBY2535391,ALL-NEW-AEROX,2020,8775,Repair,Kritis,Cukup,9,6481,1,3,8775,13.5,3,1,720.1111111111111,2.1603333333333334
28-12-2021,FJB/3822/SBY/PL/9033,SBY8759892,MIO-M3 125,2021,2,Kupon Gratis I (DUA),Cukup,Baik,4,1789,0,0,2,1.0,1,0,447.25,0.7156
28-12-2021,FJB/8369/SBY/PL/6177,SBY5247873,NMAX-NEO-S,2020,11128,Repair,Perlu Ganti,Cukup,6,3179,1,1,11128,8.5,2,1,529.8333333333334,1.0596666666666668
29-12-2021,FJB/4872/SBY/PL/6609,SBY4954868,NMAX-NEO-S,2021,0,Repair,Perlu Ganti,Baik,5,3257,0,2,0,6.0,2,0,651.4,1.0856666666666666
29-12-2021,FJB/9598/SBY/PL/2226,SBY5304070,MIO,2020,10668,Rutin,Cukup,Cukup,4,1987,1,0,10668,5.0,1,1,496.75,0.7948
29-12-2021,FJB/1983/SBY/PL/9270,SBY2932111,MT-15,2021,345,Repair,Perlu Ganti,Baik,7,3870,0,2,345,6.0,2,0,552.8571428571429,1.1057142857142856
29-12-2021,FJB/7823/SBY/PL/6333,SBY3171299,FREE-GO-S,2020,8870,Rutin,Kritis,Cukup,8,3742,1,5,8870,13.5,3,1,467.75,1.4968
29-12-2021,FJB/8704/SBY/PL/9223,SBY6009729,ALL-NEW-AEROX,2020,8307,Rutin,Baik,Cukup,4,2096,1,0,8307,5.0,0,1,524.0,0.6986666666666667
29-12-2021,FJB/2317/SBY/PL/1383,SBY9321189,ALL-NEW-AEROX,2021,82,Repair,Cukup,Baik,3,2151,0,2,82,5.0,1,0,717.0,0.717
30-12-2021,FJB/1430/SBY/PL/9683,SBY3232564,MIO-M3 125,2020,13221,Repair,Kritis,Cukup,11,5474,1,3,13221,13.5,3,1,497.6363636363636,2.1896
30-12-2021,FJB/7279/SBY/PL/3359,SBY5326204,ALL-NEW-NMAX,2021,0,Rutin,Cukup,Baik,4,2538,0,1,0,3.5,1,0,634.5,0.846
30-12-2021,FJB/7727/SBY/PL/7694,SBY3300584,MIO,2021,0,Kupon Gratis I (DUA),Cukup,Baik,5,1879,0,1,0,2.5,1,0,375.8,0.7516
30-12-2021,FJB/1355/SBY/PL/9817,SBY3662636,MIO-M3 125,2020,7128,Repair,Kritis,Baik,7,3268,1,3,7128,10.5,3,0,466.85714285714283,1.3072
30-12-2021,FJB/8903/SBY/PL/8802,SBY9145923,ALL-NEW-NMAX,2020,12874,Repair,Kritis,Cukup,7,4436,1,4,12874,14.0,3,1,633.7142857142857,1.4786666666666666
30-12-2021,FJB/5363/SBY/PL/8219,SBY4932811,VIXION,2019,28193,Repair,Perlu Ganti,Perlu Penggantian,5,3686,2,2,14096,16.0,2,3,737.2,1.0531428571428572
30-12-2021,FJB/8832/SBY/PL/7670,SBY8099769,MT-15,2021,0,Rutin,Cukup,Baik,5,2899,0,1,0,3.5,1,0,579.8,0.8282857142857143
30-12-2021,FJB/3881/SBY/PL/7866,SBY3099077,MIO,2021,0,Kupon Gratis II (TIGA),Cukup,Baik,5,1823,0,1,0,2.5,1,0,364.6,0.7292
30-12-2021,FJB/3808/SBY/PL/3253,SBY1445062,XSR 155,2021,92,Rutin,Cukup,Baik,5,3272,0,0,92,3.0,1,0,654.4,0.9348571428571428
30-12-2021,FJB/1506/SBY/PL/2368,SBY5881930,MIO-M3 125,2018,20402,Repair,Cukup,Perlu Penyetelan,4,1931,3,1,6800,12.5,1,2,482.75,0.7724
31-12-2021,FJB/3014/SBY/PL/8944,SBY1685626,MIO,2020,6557,Rutin,Cukup,Baik,4,1986,1,0,6557,4.0,1,0,496.5,0.7944
31-12-2021,FJB/1602/SBY/PL/7654,SBY1550935,FAZZIO-NEO-HY,2021,0,Repair,Perlu Ganti,Baik,5,2818,0,1,0,3.5,2,0,563.6,1.0064285714285715
31-12-2021,FJB/1950/SBY/PL/5911,SBY4745811,ALL-NEW-NMAX,2019,16689,Rutin,Baik,Perlu Penyetelan,4,1830,2,2,8344,11.0,0,2,457.5,0.61
31-12-2021,FJB/2935/SBY/PL/6136,SBY9251346,ALL-NEW-AEROX,2019,22013,Rutin,Cukup,Perlu Penyetelan,4,2120,2,0,11006,10.0,1,2,530.0,0.7066666666666667
31-12-2021,FJB/1258/SBY/PL/2026,SBY7035911,FILANO-NEO,2019,14743,Rutin,Cukup,Cukup,5,2324,2,0,7371,9.0,1,1,464.8,0.83
31-12-2021,FJB/9647/SBY/PL/4190,SBY4510375,MIO-M3 125,2020,7817,Repair,Kritis,Baik,10,4381,1,2,7817,10.0,3,0,438.1,1.7524
31-12-2021,FJB/2006/SBY/PL/1270,SBY3591990,LEXI,2018,24532,Rutin,Cukup,Perlu Penyetelan,4,2555,3,1,8177,14.5,1,2,638.75,0.9125
01-01-2022,FJB/2468/SBY/PL/5089,SBY9290638,MIO-M3 125,2019,24803,Rutin,Cukup,Perlu Penyetelan,5,2063,3,1,8267,14.5,1,2,412.6,0.8252
01-01-2022,FJB/2784/SBY/PL/1273,SBY1981908,X-MAX-CONNEC,2019,35150,Repair,Perlu Ganti,Perlu Penggantian,5,3450,3,4,11716,22.0,2,3,690.0,1.078125
01-01-2022,FJB/7009/SBY/PL/2143,SBY3544809,MIO,2022,0,Repair,Perlu Ganti,Baik,6,2254,0,2,0,5.0,2,0,375.6666666666667,0.9016
01-01-2022,FJB/9599/SBY/PL/8677,SBY5016516,NMAX-NEO-S,2022,288,Kupon Gratis II (TIGA),Cukup,Baik,5,2545,0,0,288,2.0,1,0,509.0,0.8483333333333334
01-01-2022,FJB/5086/SBY/PL/3973,SBY8897668,FREE-GO-S,2022,351,Repair,Cukup,Baik,5,1819,0,2,351,4.0,1,0,363.8,0.7276
01-01-2022,FJB/9361/SBY/PL/5824,SBY9431144,ALL-NEW-AEROX,2018,31708,Repair,Kritis,Perlu Penggantian,8,3350,4,5,7927,25.5,3,3,418.75,1.1166666666666667
02-01-2022,FJB/1002/SBY/PL/7374,SBY6968755,ALL-NEW-NMAX,2022,10,Kupon Gratis I (DUA),Cukup,Baik,5,2646,0,0,10,2.0,1,0,529.2,0.882
02-01-2022,FJB/9577/SBY/PL/3298,SBY6480320,XSR 155,2018,49446,Repair,Cukup,Perlu Penggantian,4,2450,4,3,12361,24.5,1,3,612.5,0.7
02-01-2022,FJB/9903/SBY/PL/4795,SBY5204061,MIO,2019,23117,Repair,Perlu Ganti,Perlu Penyetelan,4,2538,3,1,7705,14.5,2,2,634.5,1.0152
02-01-2022,FJB/8184/SBY/PL/9303,SBY6386902,MIO,2019,26149,Repair,Baik,Perlu Penggantian,4,1283,3,1,8716,13.5,0,3,320.75,0.5132
02-01-2022,FJB/5200/SBY/PL/4369,SBY1874623,X-MAX-CONNEC,2022,0,Repair,Kritis,Baik,8,4497,0,3,0,8.5,3,0,562.125,1.4053125
02-01-2022,FJB/1881/SBY/PL/9020,SBY9353051,FAZZIO-NEO-HY,2018,40331,Rutin,Kritis,Perlu Penggantian,11,4412,4,5,10082,27.5,3,3,401.09090909090907,1.5757142857142856
02-01-2022,FJB/7967/SBY/PL/5847,SBY3627699,FREE-GO-S,2021,9407,Rutin,Cukup,Cukup,4,2126,1,0,9407,6.0,1,1,531.5,0.8504
02-01-2022,FJB/2467/SBY/PL/2920,SBY9196804,ALL-NEW-AEROX,2018,32460,Repair,Cukup,Perlu Penggantian,5,2627,4,2,8115,20.0,1,3,525.4,0.8756666666666667
02-01-2022,FJB/2228/SBY/PL/1951,SBY3508534,FAZZIO-NEO-HY,2022,0,Rutin,Cukup,Baik,4,2017,0,0,0,2.0,1,0,504.25,0.7203571428571428
02-01-2022,FJB/9163/SBY/PL/9423,SBY3792681,ALL-NEW-AEROX,2019,35820,Repair,Cukup,Perlu Penggantian,4,2162,3,2,11940,18.0,1,3,540.5,0.7206666666666667
02-01-2022,FJB/6983/SBY/PL/3270,SBY1990107,LEXI,2020,18320,Repair,Kritis,Perlu Penyetelan,11,5314,2,4,9160,19.0,3,2,483.09090909090907,1.897857142857143
03-01-2022,FJB/7465/SBY/PL/2960,SBY5529794,MIO-M3 125,2020,17227,Repair,Perlu Ganti,Perlu Penyetelan,7,2850,2,3,8613,13.5,2,2,407.14285714285717,1.14
03-01-2022,FJB/5195/SBY/PL/6145,SBY3338647,FAZZIO-NEO-HY,2021,7835,Rutin,Cukup,Baik,5,2164,1,0,7835,5.0,1,0,432.8,0.7728571428571429
03-01-2022,FJB/6196/SBY/PL/9217,SBY7470119,MT-15,2019,37439,Rutin,Perlu Ganti,Perlu Penggantian,5,3790,3,5,12479,24.5,2,3,758.0,1.082857142857143
03-01-2022,FJB/1818/SBY/PL/4550,SBY7941992,FREE-GO-S,2018,37973,Repair,Cukup,Perlu Penggantian,4,1765,4,2,9493,20.0,1,3,441.25,0.706
03-01-2022,FJB/2241/SBY/PL/3843,SBY6416183,FREE-GO-S,2021,9744,Rutin,Perlu Ganti,Cukup,6,2348,1,1,9744,7.5,2,1,391.3333333333333,0.9392
03-01-2022,FJB/9069/SBY/PL/9305,SBY5231887,ALL-NEW-AEROX,2020,19482,Repair,Kritis,Perlu Penyetelan,9,5908,2,3,9741,17.5,3,2,656.4444444444445,1.9693333333333334
03-01-2022,FJB/4938/SBY/PL/4015,SBY8396958,LEXI,2020,15174,Repair,Cukup,Perlu Penyetelan,5,2376,2,1,7587,10.5,1,2,475.2,0.8485714285714285
03-01-2022,FJB/7225/SBY/PL/5813,SBY6938546,R15,2022,0,Repair,Kritis,Baik,8,4022,0,5,0,11.5,3,0,502.75,1.1491428571428572
04-01-2022,FJB/8487/SBY/PL/3676,SBY6381988,X-MAX-CONNEC,2019,30872,Repair,Kritis,Perlu Penggantian,7,4713,3,4,10290,22.0,3,3,673.2857142857143,1.4728125
04-01-2022,FJB/4348/SBY/PL/6623,SBY5452273,MIO-M3 125,2020,13818,Rutin,Cukup,Cukup,4,2017,2,1,6909,10.5,1,1,504.25,0.8068
