Tgl FJB,No FJB,Kode Cust,Kode Unit Motor,Tahun Kendaraan,Kilometer,Jns Service,Kondisi_Oli,Kondisi_Rem,Bulan_Terakhir_Ganti_Oli,KM_Terakhir_Ganti_Oli,Usia_Kendaraan,Jumlah_Keluhan,KM_Per_Tahun,Total_Usage_Score,Kondisi_Oli_Encoded,Kondisi_Rem_Encoded
08-07-2021,FJB/8374/SBY/PL/6371,SBY4853646,NMAX-NEO-S,2019,17305,Rutin,Baik,Perlu Penyetelan,1,554,2,0,8652,7.0,0,2
08-07-2021,FJB/6960/SBY/PL/9971,SBY9122651,MIO-M3 125,2019,13427,Repair,Kritis,Perlu Penyetelan,9,387,2,3,6713,10.5,1,2
08-07-2021,FJB/7059/SBY/PL/8597,SBY2867851,XSR 155,2018,24407,Repair,Kritis,Perlu Penggantian,4,4067,3,4,8135,21.0,1,1
08-07-2021,FJB/7752/SBY/PL/3365,SBY1594645,ALL-NEW-AEROX,2020,13010,Repair,Kritis,Perlu Penyetelan,6,4438,1,4,13010,14.0,1,2
08-07-2021,FJB/3932/SBY/PL/8999,SBY9229237,MIO,2018,27386,Repair,Perlu Ganti,Perlu Penggantian,6,2707,3,4,9128,20.0,2,1
09-07-2021,FJB/9967/SBY/PL/9286,SBY6551931,FREE-GO-S,2018,30230,Repair,Kritis,Perlu Penggantian,3,3895,3,3,10076,19.5,1,1
09-07-2021,FJB/9991/SBY/PL/7772,SBY9050312,XSR 155,2019,18109,Repair,Kritis,Perlu Penyetelan,8,901,2,3,9054,12.5,1,2
09-07-2021,FJB/8713/SBY/PL/4045,SBY9883237,X-MAX-CONNEC,2019,16976,Rutin,Baik,Perlu Penyetelan,1,458,2,0,8488,7.0,0,2
09-07-2021,FJB/5332/SBY/PL/7601,SBY9858012,X-MAX-CONNEC,2018,42960,Repair,Perlu Ganti,Perlu Penggantian,4,2552,3,4,14320,23.0,2,1
09-07-2021,FJB/8916/SBY/PL/6211,SBY6383003,X-MAX-CONNEC,2019,30036,Repair,Kritis,Perlu Penggantian,3,3416,2,4,15018,19.0,1,1
09-07-2021,FJB/5199/SBY/PL/9094,SBY4848760,MIO,2018,32999,Repair,Kritis,Perlu Penggantian,1,3673,3,4,10999,22.0,1,1
09-07-2021,FJB/8932/SBY/PL/1891,SBY7936629,ALL-NEW-NMAX,2019,13800,Repair,Kritis,Perlu Penyetelan,3,3664,2,4,6900,16.0,1,2
09-07-2021,FJB/6770/SBY/PL/3479,SBY7949144,X-MAX-CONNEC,2019,25152,Repair,Kritis,Perlu Penggantian,7,469,2,3,12576,13.5,1,1
09-07-2021,FJB/8786/SBY/PL/5470,SBY9372951,ALL-NEW-NMAX,2018,25575,Repair,Kritis,Perlu Penggantian,3,3248,3,3,8525,18.5,1,1
09-07-2021,FJB/3392/SBY/PL/5521,SBY6936921,MIO,2020,9448,Rutin,Baik,Baik,4,702,1,1,9448,5.5,0,0
09-07-2021,FJB/6286/SBY/PL/9080,SBY8679264,MIO,2021,0,Rutin,Perlu Ganti,Baik,4,2067,0,1,0,3.5,2,0
10-07-2021,FJB/9509/SBY/PL/8554,SBY4341644,NMAX-NEO-S,2021,94,Repair,Kritis,Baik,3,3325,0,3,94,7.5,1,0
10-07-2021,FJB/5143/SBY/PL/5833,SBY5116067,XSR 155,2018,32862,Repair,Baik,Perlu Penggantian,2,381,3,3,10954,17.5,0,1
10-07-2021,FJB/6141/SBY/PL/9264,SBY3105514,FAZZIO-NEO-HY,2020,6388,Repair,Kritis,Baik,1,3639,1,4,6388,12.0,1,0
10-07-2021,FJB/6449/SBY/PL/8946,SBY5659927,FREE-GO-S,2019,18006,Repair,Perlu Ganti,Perlu Penyetelan,5,2924,2,2,9003,13.0,2,2
10-07-2021,FJB/5976/SBY/PL/7261,SBY9525755,MIO,2020,6837,Rutin,Baik,Baik,2,608,1,1,6837,4.5,0,0
10-07-2021,FJB/6012/SBY/PL/2173,SBY9103041,ALL-NEW-NMAX,2018,26699,Repair,Perlu Ganti,Perlu Penggantian,2,2563,3,3,8899,17.5,2,1
10-07-2021,FJB/9613/SBY/PL/1997,SBY7139751,MIO,2020,8161,Rutin,Perlu Ganti,Baik,4,2391,1,1,8161,6.5,2,0
11-07-2021,FJB/6445/SBY/PL/8663,SBY9689221,ALL-NEW-NMAX,2019,16075,Repair,Perlu Ganti,Perlu Penyetelan,5,623,2,2,8037,10.0,2,2
11-07-2021,FJB/3153/SBY/PL/5474,SBY7782143,LEXI,2018,24458,Repair,Baik,Perlu Penggantian,4,853,3,2,8152,14.0,0,1
11-07-2021,FJB/7714/SBY/PL/4166,SBY9175117,ALL-NEW-AEROX,2019,16613,Repair,Kritis,Perlu Penyetelan,9,3390,2,4,8306,16.0,1,2
11-07-2021,FJB/5040/SBY/PL/7845,SBY5335502,NMAX-NEO-S,2021,384,Repair,Kritis,Baik,9,95,0,3,384,4.5,1,0
11-07-2021,FJB/8175/SBY/PL/9318,SBY1393310,X-MAX-CONNEC,2020,14273,Repair,Kritis,Perlu Penyetelan,9,1154,1,4,14273,12.0,1,2
11-07-2021,FJB/6400/SBY/PL/7759,SBY8129619,X-MAX-CONNEC,2021,296,Rutin,Baik,Baik,1,1838,0,0,296,1.0,0,0
11-07-2021,FJB/5300/SBY/PL/7351,SBY8236270,NMAX-NEO-S,2020,8894,Repair,Perlu Ganti,Baik,5,2320,1,2,8894,8.0,2,0
11-07-2021,FJB/9300/SBY/PL/2411,SBY9331061,XSR 155,2021,83,Repair,Kritis,Baik,8,2270,0,4,83,8.0,1,0
12-07-2021,FJB/3975/SBY/PL/6478,SBY5626025,ALL-NEW-NMAX,2018,22454,Repair,Baik,Perlu Penggantian,0,672,3,2,7484,13.0,0,1
12-07-2021,FJB/3406/SBY/PL/8053,SBY9746428,NMAX-NEO-S,2020,7416,Kupon Gratis III (TIGA),Baik,Baik,1,1492,1,0,7416,4.0,0,0
12-07-2021,FJB/2537/SBY/PL/1583,SBY9660594,MIO,2021,387,Repair,Kritis,Baik,3,3256,0,4,387,9.0,1,0
12-07-2021,FJB/1471/SBY/PL/9591,SBY8770852,MIO,2021,386,Repair,Kritis,Baik,7,1231,0,3,386,5.5,1,0
12-07-2021,FJB/1131/SBY/PL/3733,SBY2945656,MIO,2020,8208,Rutin,Baik,Baik,2,595,1,1,8208,4.5,0,0
12-07-2021,FJB/2526/SBY/PL/5854,SBY3074711,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,8,3487,0,3,0,7.5,1,0
13-07-2021,FJB/9029/SBY/PL/3273,SBY8459334,ALL-NEW-AEROX,2020,11872,Kupon Gratis II (TIGA),Baik,Baik,2,245,1,0,11872,4.0,0,0
13-07-2021,FJB/6005/SBY/PL/4916,SBY3228611,FILANO-NEO,2020,8256,Repair,Perlu Ganti,Baik,6,1479,1,1,8256,5.5,2,0
13-07-2021,FJB/9045/SBY/PL/7135,SBY8857243,ALL-NEW-AEROX,2020,10255,Repair,Perlu Ganti,Baik,3,2992,1,4,10255,12.0,2,0
13-07-2021,FJB/6563/SBY/PL/7529,SBY3585987,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,9,296,0,3,0,4.5,1,0
13-07-2021,FJB/4539/SBY/PL/3756,SBY3321566,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,5,4131,0,3,0,8.5,1,0
14-07-2021,FJB/2886/SBY/PL/3519,SBY1495879,ALL-NEW-AEROX,2021,0,Repair,Kritis,Baik,7,3116,0,3,0,7.5,1,0
14-07-2021,FJB/1319/SBY/PL/5299,SBY7054098,ALL-NEW-AEROX,2019,26505,Repair,Baik,Perlu Penggantian,0,1290,2,4,13252,16.0,0,1
14-07-2021,FJB/1762/SBY/PL/1157,SBY4416128,MIO-M3 125,2021,244,Rutin,Baik,Baik,3,354,0,0,244,0.0,0,0
14-07-2021,FJB/7335/SBY/PL/8113,SBY6703834,FILANO-NEO,2018,22579,Repair,Baik,Perlu Penggantian,4,1258,3,3,7526,16.5,0,1
14-07-2021,FJB/8809/SBY/PL/5607,SBY7749629,NMAX-NEO-S,2020,8363,Repair,Kritis,Baik,9,2821,1,3,8363,9.5,1,0
14-07-2021,FJB/2762/SBY/PL/8003,SBY2164850,XSR 155,2021,0,Repair,Kritis,Baik,0,3534,0,3,0,7.5,1,0
14-07-2021,FJB/2314/SBY/PL/6336,SBY3772824,MT-15,2021,0,Rutin,Baik,Baik,1,527,0,1,0,1.5,0,0
14-07-2021,FJB/3016/SBY/PL/9010,SBY4841622,ALL-NEW-NMAX,2021,68,Kupon Gratis II (TIGA),Baik,Baik,1,1771,0,0,68,1.0,0,0
14-07-2021,FJB/2481/SBY/PL/9949,SBY7746467,X-MAX-CONNEC,2018,24840,Repair,Perlu Ganti,Perlu Penggantian,5,2582,3,4,8280,19.0,2,1
15-07-2021,FJB/9261/SBY/PL/1446,SBY6694218,ALL-NEW-AEROX,2021,104,Repair,Kritis,Baik,5,3534,0,4,104,9.0,1,0
15-07-2021,FJB/3165/SBY/PL/8407,SBY5623163,FREE-GO-S,2018,26789,Repair,Baik,Perlu Penggantian,1,915,3,2,8929,14.0,0,1
16-07-2021,FJB/8351/SBY/PL/5265,SBY3734679,ALL-NEW-AEROX,2019,27613,Repair,Perlu Ganti,Perlu Penggantian,6,2039,2,3,13806,16.5,2,1
16-07-2021,FJB/8570/SBY/PL/9615,SBY9777581,FREE-GO-S,2019,14014,Repair,Kritis,Perlu Penyetelan,7,1994,2,3,7007,12.5,1,2
16-07-2021,FJB/8876/SBY/PL/3635,SBY3041305,FAZZIO-NEO-HY,2019,14487,Repair,Kritis,Perlu Penyetelan,0,3341,2,3,7243,14.5,1,2
16-07-2021,FJB/6831/SBY/PL/6272,SBY3472509,XSR 155,2020,8376,Repair,Perlu Ganti,Baik,6,1812,1,2,8376,7.0,2,0
16-07-2021,FJB/2996/SBY/PL/9824,SBY1022851,NMAX-NEO-S,2020,12173,Repair,Kritis,Perlu Penyetelan,0,3556,1,4,12173,13.0,1,2
16-07-2021,FJB/5496/SBY/PL/3180,SBY8614748,FREE-GO-S,2020,8619,Repair,Kritis,Baik,2,3381,1,3,8619,10.5,1,0
16-07-2021,FJB/5652/SBY/PL/2653,SBY8107922,NMAX-NEO-S,2018,24637,Repair,Kritis,Perlu Penggantian,9,3983,3,3,8212,18.5,1,1
16-07-2021,FJB/6309/SBY/PL/5058,SBY6644900,LEXI,2018,19478,Repair,Perlu Ganti,Perlu Penggantian,6,2309,3,3,6492,16.5,2,1
16-07-2021,FJB/7589/SBY/PL/7650,SBY8165829,VIXION,2018,24586,Repair,Baik,Perlu Penggantian,2,1367,3,4,8195,18.0,0,1
17-07-2021,FJB/9312/SBY/PL/4387,SBY4900240,FREE-GO-S,2019,14556,Repair,Baik,Perlu Penyetelan,0,1862,2,3,7278,12.5,0,2
17-07-2021,FJB/6700/SBY/PL/1898,SBY3221337,FAZZIO-NEO-HY,2018,28002,Repair,Kritis,Perlu Penggantian,7,266,3,4,9334,18.0,1,1
17-07-2021,FJB/2317/SBY/PL/7100,SBY8148090,ALL-NEW-NMAX,2018,24992,Repair,Baik,Perlu Penggantian,3,589,3,4,8330,17.0,0,1
17-07-2021,FJB/1887/SBY/PL/2360,SBY8890383,ALL-NEW-AEROX,2020,9244,Rutin,Perlu Ganti,Baik,6,2655,1,1,9244,7.5,2,0
17-07-2021,FJB/2839/SBY/PL/8945,SBY7497129,FREE-GO-S,2021,0,Repair,Perlu Ganti,Baik,6,1495,0,2,0,4.0,2,0
17-07-2021,FJB/8741/SBY/PL/3247,SBY7908495,MIO,2021,0,Repair,Perlu Ganti,Baik,0,2299,0,2,0,5.0,2,0
17-07-2021,FJB/2859/SBY/PL/4890,SBY9033980,ALL-NEW-AEROX,2019,16723,Repair,Perlu Ganti,Perlu Penyetelan,6,1697,2,4,8361,14.0,2,2
18-07-2021,FJB/9603/SBY/PL/7910,SBY2693944,X-MAX-CONNEC,2021,58,Repair,Kritis,Baik,5,3811,0,4,58,9.0,1,0
18-07-2021,FJB/4924/SBY/PL/9004,SBY3415202,FAZZIO-NEO-HY,2019,15023,Repair,Baik,Perlu Penyetelan,0,227,2,2,7511,10.0,0,2
18-07-2021,FJB/8208/SBY/PL/1687,SBY9871523,XSR 155,2021,207,Rutin,Perlu Ganti,Baik,5,2570,0,1,207,3.5,2,0
18-07-2021,FJB/8088/SBY/PL/6057,SBY4301861,MIO,2021,0,Rutin,Perlu Ganti,Baik,6,1091,0,1,0,2.5,2,0
18-07-2021,FJB/5547/SBY/PL/1986,SBY3600547,MIO,2020,7449,Repair,Perlu Ganti,Baik,1,2336,1,3,7449,9.5,2,0
18-07-2021,FJB/2888/SBY/PL/3106,SBY5244981,NMAX-NEO-S,2020,14176,Repair,Baik,Perlu Penyetelan,2,1875,1,1,14176,7.5,0,2
18-07-2021,FJB/1841/SBY/PL/9516,SBY4369741,ALL-NEW-NMAX,2019,15923,Repair,Perlu Ganti,Perlu Penyetelan,6,2775,2,4,7961,15.0,2,2
18-07-2021,FJB/8605/SBY/PL/8361,SBY6129517,MIO,2019,22613,Repair,Perlu Ganti,Perlu Penggantian,5,2680,2,3,11306,15.5,2,1
18-07-2021,FJB/1945/SBY/PL/5025,SBY4787207,NMAX-NEO-S,2018,35001,Repair,Kritis,Perlu Penggantian,8,142,3,4,11667,19.0,1,1
18-07-2021,FJB/9051/SBY/PL/5043,SBY4630789,ALL-NEW-AEROX,2019,27116,Repair,Kritis,Perlu Penggantian,9,4109,2,4,13558,20.0,1,1
19-07-2021,FJB/7642/SBY/PL/9255,SBY8097193,X-MAX-CONNEC,2019,28625,Repair,Perlu Ganti,Perlu Penggantian,0,2436,2,4,14312,18.0,2,1
19-07-2021,FJB/2815/SBY/PL/5048,SBY3945355,MIO,2018,31277,Repair,Kritis,Perlu Penggantian,5,4058,3,3,10425,20.5,1,1
19-07-2021,FJB/7885/SBY/PL/3743,SBY5565718,MIO-M3 125,2020,5855,Rutin,Perlu Ganti,Baik,2,2054,1,1,5855,6.5,2,0
19-07-2021,FJB/4280/SBY/PL/1652,SBY7535703,MIO,2018,20675,Repair,Perlu Ganti,Perlu Penggantian,5,2887,3,2,6891,15.0,2,1
19-07-2021,FJB/8846/SBY/PL/8453,SBY5513412,X-MAX-CONNEC,2020,13224,Repair,Kritis,Perlu Penyetelan,2,4138,1,3,13224,12.5,1,2
19-07-2021,FJB/2004/SBY/PL/3771,SBY4925323,ALL-NEW-NMAX,2020,10163,Repair,Kritis,Baik,7,3438,1,4,10163,13.0,1,0
20-07-2021,FJB/6025/SBY/PL/3030,SBY5797401,R15,2019,23276,Repair,Baik,Perlu Penggantian,2,1383,2,2,11638,13.0,0,1
20-07-2021,FJB/4099/SBY/PL/6812,SBY7345722,ALL-NEW-NMAX,2020,8515,Repair,Kritis,Baik,0,3539,1,4,8515,12.0,1,0
20-07-2021,FJB/4253/SBY/PL/3418,SBY7653711,X-MAX-CONNEC,2018,25868,Repair,Perlu Ganti,Perlu Penggantian,0,2253,3,3,8622,17.5,2,1
20-07-2021,FJB/6502/SBY/PL/6097,SBY5504899,ALL-NEW-AEROX,2018,39933,Repair,Kritis,Perlu Penggantian,8,4096,3,3,13311,22.5,1,1
20-07-2021,FJB/1056/SBY/PL/9545,SBY6822272,LEXI,2018,17769,Repair,Perlu Ganti,Perlu Penggantian,6,721,3,3,5923,13.5,2,1
20-07-2021,FJB/8696/SBY/PL/4236,SBY2627680,ALL-NEW-AEROX,2021,0,Kupon Gratis II (TIGA),Baik,Baik,3,759,0,0,0,0.0,0,0
20-07-2021,FJB/2215/SBY/PL/1808,SBY7750510,FREE-GO-S,2018,20920,Repair,Kritis,Perlu Penggantian,7,2945,3,4,6973,18.0,1,1
20-07-2021,FJB/1074/SBY/PL/7518,SBY9717682,FILANO-NEO,2019,15893,Repair,Kritis,Perlu Penyetelan,8,2215,2,3,7946,13.5,1,2
21-07-2021,FJB/8086/SBY/PL/6354,SBY1735829,FREE-GO-S,2018,17932,Repair,Kritis,Perlu Penggantian,3,4068,3,4,5977,19.0,1,1
21-07-2021,FJB/5969/SBY/PL/1577,SBY6322576,R15,2020,7117,Repair,Perlu Ganti,Baik,4,2538,1,3,7117,9.5,2,0
21-07-2021,FJB/1993/SBY/PL/3522,SBY7289452,NMAX-NEO-S,2018,34181,Repair,Kritis,Perlu Penggantian,5,3195,3,4,11393,22.0,1,1
21-07-2021,FJB/2088/SBY/PL/4136,SBY3284620,FILANO-NEO,2019,13405,Repair,Kritis,Perlu Penyetelan,9,492,2,3,6702,10.5,1,2
21-07-2021,FJB/1561/SBY/PL/8211,SBY7959273,FAZZIO-NEO-HY,2020,7819,Rutin,Baik,Baik,2,118,1,1,7819,4.5,0,0
22-07-2021,FJB/3630/SBY/PL/5965,SBY6427991,ALL-NEW-NMAX,2020,8961,Repair,Kritis,Baik,0,3259,1,3,8961,10.5,1,0
22-07-2021,FJB/9717/SBY/PL/3911,SBY2477154,FREE-GO-S,2020,8742,Repair,Kritis,Baik,8,1056,1,2,8742,7.0,1,0
22-07-2021,FJB/9876/SBY/PL/6589,SBY8169880,ALL-NEW-NMAX,2018,18198,Repair,Kritis,Perlu Penggantian,7,490,3,4,6066,16.0,1,1
22-07-2021,FJB/9143/SBY/PL/4992,SBY2171125,ALL-NEW-NMAX,2019,16985,Repair,Perlu Ganti,Perlu Penyetelan,6,2099,2,3,8492,13.5,2,2
22-07-2021,FJB/9055/SBY/PL/3820,SBY1128210,ALL-NEW-NMAX,2021,258,Repair,Kritis,Baik,7,1958,0,4,258,7.0,1,0
22-07-2021,FJB/5533/SBY/PL/4705,SBY6960962,MIO-M3 125,2020,8252,Repair,Perlu Ganti,Baik,6,2970,1,2,8252,8.0,2,0
23-07-2021,FJB/4998/SBY/PL/2516,SBY8092459,NMAX-NEO-S,2019,19725,Repair,Kritis,Perlu Penyetelan,8,640,2,3,9862,12.5,1,2
23-07-2021,FJB/5273/SBY/PL/1426,SBY5563099,MIO,2020,11329,Repair,Kritis,Baik,8,3079,1,4,11329,13.0,1,0
23-07-2021,FJB/2592/SBY/PL/7409,SBY4676002,ALL-NEW-NMAX,2018,17424,Repair,Perlu Ganti,Perlu Penggantian,6,2938,3,4,5808,17.0,2,1
23-07-2021,FJB/9709/SBY/PL/7261,SBY9063031,MIO,2020,10265,Repair,Kritis,Baik,8,4342,1,3,10265,12.5,1,0
24-07-2021,FJB/4870/SBY/PL/6177,SBY7561122,NMAX-NEO-S,2019,24141,Repair,Kritis,Perlu Penggantian,6,4391,2,4,12070,19.0,1,1
24-07-2021,FJB/2007/SBY/PL/5150,SBY6956600,FILANO-NEO,2020,7495,Repair,Kritis,Baik,8,2579,1,2,7495,8.0,1,0
24-07-2021,FJB/7611/SBY/PL/1787,SBY9963148,NMAX-NEO-S,2021,0,Jual Part,Baik,Baik,4,1503,0,0,0,1.0,0,0
24-07-2021,FJB/9270/SBY/PL/5136,SBY1568605,MIO,2019,21928,Repair,Perlu Ganti,Perlu Penggantian,0,2065,2,3,10964,14.5,2,1
24-07-2021,FJB/2966/SBY/PL/5407,SBY2815110,NMAX-NEO-S,2020,14069,Repair,Kritis,Perlu Penyetelan,9,1561,1,4,14069,12.0,1,2
24-07-2021,FJB/5634/SBY/PL/2981,SBY6390721,VIXION,2018,31019,Repair,Baik,Perlu Penggantian,4,177,3,3,10339,16.5,0,1
25-07-2021,FJB/6952/SBY/PL/7922,SBY6180863,VIXION,2018,30578,Repair,Kritis,Perlu Penggantian,7,2791,3,3,10192,18.5,1,1
25-07-2021,FJB/7634/SBY/PL/5009,SBY1723323,MIO,2019,21958,Repair,Kritis,Perlu Penggantian,8,3887,2,4,10979,17.0,1,1
25-07-2021,FJB/2839/SBY/PL/8872,SBY7599771,MIO,2019,14139,Repair,Perlu Ganti,Perlu Penyetelan,6,812,2,3,7069,11.5,2,2
25-07-2021,FJB/8981/SBY/PL/6784,SBY9287282,FAZZIO-NEO-HY,2019,12204,Repair,Perlu Ganti,Perlu Penyetelan,1,2715,2,3,6102,12.5,2,2
26-07-2021,FJB/7481/SBY/PL/5256,SBY6453511,MIO,2018,30272,Repair,Perlu Ganti,Perlu Penggantian,5,1304,3,4,10090,19.0,2,1
26-07-2021,FJB/6279/SBY/PL/5219,SBY4097101,NMAX-NEO-S,2020,11245,Repair,Kritis,Baik,7,1710,1,3,11245,9.5,1,0
26-07-2021,FJB/4592/SBY/PL/6338,SBY7159671,MT-15,2021,0,Repair,Kritis,Baik,9,157,0,4,0,6.0,1,0
26-07-2021,FJB/4768/SBY/PL/6836,SBY9911637,ALL-NEW-NMAX,2019,14726,Repair,Kritis,Perlu Penyetelan,9,1763,2,4,7363,14.0,1,2
26-07-2021,FJB/4662/SBY/PL/8068,SBY7700427,NMAX-NEO-S,2020,10988,Repair,Kritis,Baik,4,3890,1,3,10988,11.5,1,0
26-07-2021,FJB/6833/SBY/PL/7537,SBY5404267,MT-15,2021,310,Repair,Kritis,Baik,1,4227,0,2,310,7.0,1,0
26-07-2021,FJB/7369/SBY/PL/5765,SBY1992633,MT-15,2021,0,Repair,Perlu Ganti,Baik,5,36,0,3,0,4.5,2,0
26-07-2021,FJB/2929/SBY/PL/9815,SBY8245404,LEXI,2018,24020,Repair,Baik,Perlu Penggantian,2,67,3,4,8006,17.0,0,1
26-07-2021,FJB/1868/SBY/PL/7075,SBY2839003,NMAX-NEO-S,2020,10151,Rutin,Perlu Ganti,Baik,4,2950,1,1,10151,7.5,2,0
27-07-2021,FJB/9058/SBY/PL/5873,SBY5207489,VIXION,2018,23560,Repair,Baik,Perlu Penggantian,1,1487,3,2,7853,15.0,0,1
27-07-2021,FJB/5993/SBY/PL/6605,SBY8717225,ALL-NEW-NMAX,2019,17763,Repair,Kritis,Perlu Penyetelan,9,1970,2,3,8881,12.5,1,2
27-07-2021,FJB/9033/SBY/PL/6841,SBY5383483,XSR 155,2019,23440,Repair,Kritis,Perlu Penggantian,6,3038,2,5,11720,19.5,1,1
27-07-2021,FJB/3194/SBY/PL/5929,SBY7210705,MIO,2018,35480,Repair,Baik,Perlu Penggantian,1,821,3,3,11826,17.5,0,1
27-07-2021,FJB/2747/SBY/PL/8936,SBY7242889,MIO,2021,0,Repair,Perlu Ganti,Baik,4,2713,0,1,0,3.5,2,0
27-07-2021,FJB/3001/SBY/PL/6593,SBY5404332,MIO,2019,16614,Repair,Kritis,Perlu Penyetelan,4,3140,2,2,8307,13.0,1,2
28-07-2021,FJB/3984/SBY/PL/2792,SBY9488385,ALL-NEW-AEROX,2019,22395,Repair,Perlu Ganti,Perlu Penggantian,5,671,2,3,11197,12.5,2,1
28-07-2021,FJB/8371/SBY/PL/7616,SBY8595185,MIO,2019,23522,Repair,Kritis,Perlu Penggantian,3,3111,2,3,11761,16.5,1,1
28-07-2021,FJB/4987/SBY/PL/1995,SBY6196968,FAZZIO-NEO-HY,2020,7729,Rutin,Baik,Baik,0,1987,1,1,7729,5.5,0,0
28-07-2021,FJB/9938/SBY/PL/5076,SBY4528656,MIO,2018,33620,Repair,Perlu Ganti,Perlu Penggantian,0,2126,3,3,11206,19.5,2,1
28-07-2021,FJB/4730/SBY/PL/4093,SBY6694797,NMAX-NEO-S,2021,0,Repair,Kritis,Baik,7,4302,0,4,0,10.0,1,0
28-07-2021,FJB/3946/SBY/PL/2479,SBY2451010,MIO,2021,286,Kupon Gratis II (TIGA),Baik,Baik,2,1859,0,0,286,1.0,0,0
29-07-2021,FJB/2972/SBY/PL/5305,SBY5593786,ALL-NEW-AEROX,2020,9894,Kupon Gratis I (DUA),Baik,Baik,4,115,1,0,9894,4.0,0,0
29-07-2021,FJB/1127/SBY/PL/8651,SBY4449678,LEXI,2019,14317,Repair,Kritis,Perlu Penyetelan,7,3370,2,2,7158,13.0,1,2
29-07-2021,FJB/3893/SBY/PL/2101,SBY7053496,MIO,2021,0,Repair,Kritis,Baik,8,3399,0,3,0,7.5,1,0
29-07-2021,FJB/6452/SBY/PL/4151,SBY7245447,MIO,2018,34385,Repair,Kritis,Perlu Penggantian,9,1418,3,4,11461,20.0,1,1
29-07-2021,FJB/7679/SBY/PL/1610,SBY1222139,MIO,2019,20416,Repair,Kritis,Perlu Penggantian,3,3277,2,4,10208,17.0,1,1
29-07-2021,FJB/4048/SBY/PL/9073,SBY1906325,X-MAX-CONNEC,2019,22294,Repair,Kritis,Perlu Penggantian,9,2974,2,4,11147,16.0,1,1
29-07-2021,FJB/5842/SBY/PL/8217,SBY6883361,X-MAX-CONNEC,2020,14747,Repair,Kritis,Perlu Penyetelan,3,4491,1,3,14747,13.5,1,2
29-07-2021,FJB/6216/SBY/PL/4945,SBY3834097,FAZZIO-NEO-HY,2020,8624,Rutin,Baik,Baik,3,1012,1,1,8624,5.5,0,0
29-07-2021,FJB/8636/SBY/PL/1820,SBY8977378,NMAX-NEO-S,2021,334,Repair,Kritis,Baik,2,3690,0,2,334,6.0,1,0
29-07-2021,FJB/2339/SBY/PL/5565,SBY4591458,FREE-GO-S,2018,29306,Repair,Kritis,Perlu Penggantian,4,3903,3,5,9768,22.5,1,1
30-07-2021,FJB/9041/SBY/PL/9784,SBY9568140,R15,2018,39888,Repair,Kritis,Perlu Penggantian,7,4404,3,4,13296,24.0,1,1
30-07-2021,FJB/1241/SBY/PL/4719,SBY1207756,NMAX-NEO-S,2020,13142,Repair,Kritis,Perlu Penyetelan,8,4063,1,3,13142,12.5,1,2
30-07-2021,FJB/6980/SBY/PL/4350,SBY7588312,XSR 155,2020,10046,Repair,Kritis,Baik,8,2151,1,3,10046,10.5,1,0
30-07-2021,FJB/3260/SBY/PL/1442,SBY9296179,ALL-NEW-NMAX,2020,6510,Rutin,Perlu Ganti,Baik,2,2251,1,1,6510,6.5,2,0
30-07-2021,FJB/8397/SBY/PL/2532,SBY6295911,FREE-GO-S,2020,8144,Repair,Perlu Ganti,Baik,4,2689,1,4,8144,11.0,2,0
30-07-2021,FJB/9312/SBY/PL/4630,SBY1996611,ALL-NEW-NMAX,2018,17471,Repair,Kritis,Perlu Penggantian,9,3481,3,3,5823,16.5,1,1
30-07-2021,FJB/6767/SBY/PL/1067,SBY9095733,FAZZIO-NEO-HY,2021,217,Repair,Perlu Ganti,Baik,5,2489,0,2,217,5.0,2,0
30-07-2021,FJB/8729/SBY/PL/5503,SBY4955702,NMAX-NEO-S,2018,31879,Repair,Kritis,Perlu Penggantian,5,3685,3,4,10626,22.0,1,1
30-07-2021,FJB/8054/SBY/PL/3986,SBY5829268,ALL-NEW-AEROX,2021,115,Repair,Kritis,Baik,5,3942,0,3,115,7.5,1,0
30-07-2021,FJB/2422/SBY/PL/2845,SBY3471881,XSR 155,2018,31374,Repair,Kritis,Perlu Penggantian,8,2061,3,4,10458,20.0,1,1
31-07-2021,FJB/7615/SBY/PL/5295,SBY1329193,MIO-M3 125,2021,306,Repair,Kritis,Baik,8,2623,0,4,306,8.0,1,0
31-07-2021,FJB/7578/SBY/PL/8692,SBY4885552,FILANO-NEO,2018,19689,Repair,Perlu Ganti,Perlu Penggantian,6,1396,3,3,6563,15.5,2,1
31-07-2021,FJB/5501/SBY/PL/2435,SBY7045666,MIO,2018,25106,Repair,Kritis,Perlu Penggantian,0,3171,3,4,8368,20.0,1,1
31-07-2021,FJB/1654/SBY/PL/6413,SBY2737999,NMAX-NEO-S,2018,26924,Repair,Kritis,Perlu Penggantian,0,4482,3,4,8974,21.0,1,1
31-07-2021,FJB/4681/SBY/PL/4773,SBY3902089,XSR 155,2019,24393,Repair,Perlu Ganti,Perlu Penggantian,0,2091,2,4,12196,17.0,2,1
31-07-2021,FJB/3977/SBY/PL/9853,SBY3575639,LEXI,2019,12702,Repair,Perlu Ganti,Perlu Penyetelan,4,2446,2,1,6351,9.5,2,2
